"title,console"
"Midnight Mutants","atari7800"
"Tomcat - The F-14 Fighter Simulator","atari7800"
"Choplifter!","atari7800"
"Summer Games","atari7800"
"Ms. Pac-Man","atari7800"
"Ninja Golf","atari7800"
"Food Fight","atari7800"
"Double Dragon","gamegear"
"NBA Action Starring David Robinson","gamegear"
"Urban Strike","gamegear"
"Iron Man X-O Manowar in Heavy Metal","gamegear"
"Super Monaco GP","gamegear"
"Bram Stoker's Dracula","gamegear"
"Batter Up","gamegear"
"Tesserae","gamegear"
"Arcade Classics","gamegear"
"Clutch Hitter","gamegear"
"Lucky Dime Caper Starring Donald Duck, The","gamegear"
"Magical Puzzle Popils","gamegear"
"Road Rash","gamegear"
"Junction","gamegear"
"World Series Baseball","gamegear"
"Ristar - The Shooting Star","gamegear"
"Monster Truck Wars","gamegear"
"Solitaire Poker","gamegear"
"NBA Jam - Tournament Edition","gamegear"
"Garfield - Caught in the Act","gamegear"
"Scratch Golf","gamegear"
"MLBPA Baseball","gamegear"
"Virtua Fighter Animation","gamegear"
"Space Harrier","gamegear"
"Chuck Rock","gamegear"
"Zool - Ninja of the 'Nth' Dimension","gamegear"
"Greendog - The Beached Surfer Dude!","gamegear"
"Surf Ninjas","gamegear"
"Slider","gamegear"
"Paperboy 2","gamegear"
"Riddick Bowe Boxing","gamegear"
"Pac-Man","gamegear"
"Ariel the Little Mermaid","gamegear"
"Joe Montana Football","gamegear"
"Bugs Bunny in Double Trouble","gamegear"
"Poker Face Paul's Blackjack","gamegear"
"NBA Jam","gamegear"
"Sonic The Hedgehog","gamegear"
"X-Men - Mojo World","gamegear"
"Terminator 2 - Judgment Day","gamegear"
"Jeopardy!","gamegear"
"VR Troopers","gamegear"
"Dr. Robotnik's Mean Bean Machine","gamegear"
"Gear Works","gamegear"
"Shinobi","gamegear"
"Fatal Fury Special","gamegear"
"Andre Agassi Tennis","gamegear"
"Tempo Jr.","gamegear"
"Winter Olympics - Lillehammer '94","gamegear"
"Super Smash T.V.","gamegear"
"Krusty's Fun House","gamegear"
"Chicago Syndicate","gamegear"
"Ax Battler - A Legend of Golden Axe","gamegear"
"Fred Couples' Golf","gamegear"
"Sonic Spinball","gamegear"
"RoboCop 3","gamegear"
"Samurai Shodown","gamegear"
"Incredible Crash Dummies, The","gamegear"
"Home Alone","gamegear"
"Sports Illustrated Championship Football & Baseball","gamegear"
"Choplifter III","gamegear"
"World Cup USA 94","gamegear"
"Quest for the Shaven Yak Starring Ren Hoek & Stimpy","gamegear"
"Ayrton Senna's Super Monaco GP II","gamegear"
"Stargate","gamegear"
"RoboCop versus The Terminator","gamegear"
"Street Hero","gamegear"
"X-Men","gamegear"
"Ninja Gaiden","gamegear"
"NFL Quarterback Club '96","gamegear"
"Spider-Man - Return of the Sinister Six","gamegear"
"Legend of Illusion Starring Mickey Mouse","gamegear"
"Bartman Meets Radioactive Man","gamegear"
"Klax","gamegear"
"Super Space Invaders","gamegear"
"Street Hero","gamegear"
"Alien Syndrome","gamegear"
"Revenge of Drancon","gamegear"
"PGA Tour Golf","gamegear"
"Sports Trivia","gamegear"
"PGA Tour Golf II","gamegear"
"Ecco - The Tides of Time","gamegear"
"Tengen World Cup Soccer","gamegear"
"FIFA Soccer 96","gamegear"
"F1","gamegear"
"Deep Duck Trouble Starring Donald Duck","gamegear"
"Cool Spot","gamegear"
"Prince of Persia","gamegear"
"Madden NFL 95","gamegear"
"NBA Jam","gamegear"
"G-LOC - Air Battle","gamegear"
"Kawasaki Superbike Challenge","gamegear"
"Shinobi II - The Silent Fury","gamegear"
"Mortal Kombat II","gamegear"
"Jungle Book, The","gamegear"
"Halley Wars","gamegear"
"Poker Face Paul's Poker","gamegear"
"Land of Illusion Starring Mickey Mouse","gamegear"
"Aerial Assault","gamegear"
"Dynamite Headdy","gamegear"
"Side Pocket","gamegear"
"Putt & Putter","gamegear"
"NHL Hockey","gamegear"
"Mick & Mack as the Global Gladiators","gamegear"
"Phantom 2040","gamegear"
"Crystal Warriors","gamegear"
"Bare Knuckle ~ Streets of Rage","gamegear"
"Bubble Bobble","gamegear"
"Sonic Drift 2","gamegear"
"Sonic The Hedgehog 2","gamegear"
"Arena","gamegear"
"Predator 2","gamegear"
"Arch Rivals","gamegear"
"WWF Raw","gamegear"
"Jeopardy! - Sports Edition","gamegear"
"World Series Baseball '95","gamegear"
"True Lies","gamegear"
"Bust-A-Move","gamegear"
"Earthworm Jim","gamegear"
"Super Off Road","gamegear"
"Battleship","gamegear"
"George Foreman's KO Boxing","gamegear"
"Out Run Europa","gamegear"
"Solitaire FunPak","gamegear"
"NHL All-Star Hockey","gamegear"
"Jurassic Park","gamegear"
"James Pond II - Codename RoboCod","gamegear"
"Bonkers Wax Up!","gamegear"
"FIFA International Soccer","gamegear"
"NFL Quarterback Club","gamegear"
"Addams Family, The","gamegear"
"Spider-Man - X-Men - Arcade's Revenge","gamegear"
"Lost World, The - Jurassic Park","gamegear"
"Olympic Gold","gamegear"
"Beavis and Butt-Head","gamegear"
"Evander Holyfield's 'Real Deal' Boxing","gamegear"
"Lemmings","gamegear"
"PGA Tour Golf","gamegear"
"Star Trek - The Next Generation - The Advanced Holodeck Tutorial","gamegear"
"Indiana Jones and the Last Crusade","gamegear"
"F-15 Strike Eagle","gamegear"
"Chessmaster, The","gamegear"
"Terminator, The","gamegear"
"Itchy & Scratchy Game, The","gamegear"
"Rise of the Robots","gamegear"
"Poker Face Paul's Solitaire","gamegear"
"5 in 1 Funpak","gamegear"
"Majors Pro Baseball, The","gamegear"
"Batman Returns","gamegear"
"Poker Face Paul's Gin","gamegear"
"CutThroat Island","gamegear"
"Woody Pop","gamegear"
"Adventures of Batman & Robin, The","gamegear"
"PGA Tour 96","gamegear"
"Cliffhanger","gamegear"
"Casino Funpak","gamegear"
"Mickey's Ultimate Challenge","gamegear"
"Mighty Morphin Power Rangers","gamegear"
"Bare Knuckle II ~ Streets of Rage 2 ~ Streets of Rage II","gamegear"
"Taz in Escape from Mars","gamegear"
"R.B.I. Baseball '94","gamegear"
"Spider-Man vs. The Kingpin","gamegear"
"Desert Speedtrap Starring Road Runner and Wile E. Coyote","gamegear"
"Pac-Attack","gamegear"
"G-Sonic ~ Sonic Blast","gamegear"
"Marble Madness","gamegear"
"Psychic World","gamegear"
"Journey from Darkness - Strider Returns","gamegear"
"GP Rider","gamegear"
"Defenders of Oasis","gamegear"
"Wimbledon","gamegear"
"Star Wars","gamegear"
"Super Return of the Jedi","gamegear"
"Simpsons, The - Bart vs. the Space Mutants","gamegear"
"Alien 3","gamegear"
"Chuck Rock II - Son of Chuck","gamegear"
"Primal Rage","gamegear"
"Lion King, The","gamegear"
"Sports Trivia - Championship Edition","gamegear"
"World Class Leader Board","gamegear"
"Hook","gamegear"
"Caesars Palace","gamegear"
"Vampire - Master of Darkness","gamegear"
"Incredible Hulk, The","gamegear"
"Frank Thomas Big Hurt Baseball","gamegear"
"Batman Forever","gamegear"
"Castle of Illusion Starring Mickey Mouse","gamegear"
"Devilish","gamegear"
"Super Golf","gamegear"
"Ecco the Dolphin","gamegear"
"Tails Adventures","gamegear"
"Last Action Hero","gamegear"
"Dragon - The Bruce Lee Story","gamegear"
"Aladdin","gamegear"
"Desert Strike - Return to the Gulf","gamegear"
"Jungle Strike","gamegear"
"Chakan","gamegear"
"Mighty Morphin Power Rangers - The Movie","gamegear"
"Paperboy","gamegear"
"Pengo","gamegear"
"Foreman for Real","gamegear"
"Mega Man","gamegear"
"Pinball Dreams","gamegear"
"Columns","gamegear"
"Simpsons, The - Bart vs. the World","gamegear"
"TaleSpin","gamegear"
"Wheel of Fortune","gamegear"
"Asterix and the Great Rescue","gamegear"
"Judge Dredd","gamegear"
"Star Trek Generations - Beyond the Nexus","gamegear"
"Ms. Pac-Man","gamegear"
"Taz-Mania - The Search for the Lost Seabirds","gamegear"
"X-Men - Gamemaster's Legacy","gamegear"
"Baku Baku Animal","gamegear"
"Dragon Crystal","gamegear"
"Super Battletank","gamegear"
"Shaq Fu","gamegear"
"T2 - The Arcade Game","gamegear"
"World Series Baseball","gamegear"
"Madden 96","gamegear"
"NFL '95","gamegear"
"Fantasy Zone","gamegear"
"Sonic The Hedgehog - Triple Trouble","gamegear"
"Sonic Labyrinth","gamegear"
"Captain America and the Avengers","gamegear"
"Tom and Jerry - The Movie","gamegear"
"Super Columns","gamegear"
"Woody Pop","gamegear"
"Shining Force II - The Sword of Hajya","gamegear"
"Berenstain Bears' Camping Adventure, The","gamegear"
"Mortal Kombat","gamegear"
"Zoop","gamegear"
"R.C. Grand Prix","gamegear"
"Sonic Chaos","gamegear"
"Battletoads","gamegear"
"Taito Chase H.Q.","gamegear"
"World Series Baseball Starring Deion Sanders","sega32x"
"Blackthorne","sega32x"
"Space Harrier.32x",sega32x"
"Mars Check Program Version 1.0.32x",sega32x"
"Primal Rage.32x",sega32x"
"Cyber Brawl ~ Cosmic Carnage.32x",sega32x"
"Parasquad ~ Zaxxon's Motherbase 2000.32x",sega32x"
"Amazing Spider-Man, The - Web of Fire.32x",sega32x"
"Golf Magazine 36 Great Holes Starring Fred Couples.32x",sega32x"
"NFL Quarterback Club","sega32x"
"Tempo.32x",sega32x"
"Mars Sample Program - Runlength Mode Test.32x",sega32x"
"Mortal Kombat II.32x",sega32x"
"Metal Head.32x",sega32x"
"Virtua Fighter.32x",sega32x"
"RBI Baseball '95","sega32x"
"Mars Sample Program - Pharaoh.32x",sega32x"
"Brutal Unleashed - Above the Claw","sega32x"
"Doom.32x",sega32x"
"Mars Check Program Version 1.0.32x",sega32x"
"Virtua Racing Deluxe","sega32x"
"BC Racers","sega32x"
"Mars Sample Program - Texture Test.32x",sega32x"
"WWF WrestleMania - The Arcade Game","sega32x"
"Pitfall - The Mayan Adventure","sega32x"
"After Burner Complete ~ After Burner.32x",sega32x"
"32X Sample Program - PWM Sound Demo","sega32x"
"Toughman Contest.32x",sega32x"
"T-Mek.32x",sega32x"
"Kolibri.32x",sega32x"
"ECCO the Dolphin CinePak Demo.32x",sega32x"
"Chaotix ~ Knuckles' Chaotix.32x",sega32x"
"Mars Sample Program - Gnu Sierra.32x",sega32x"
"Shadow Squadron ~ Stellar Assault.32x",sega32x"
"WWF Raw","sega32x"
"Star Trek - Starfleet Academy - Starship Bridge Simulator","sega32x"
"Motocross Championship","sega32x"
"NBA Jam - Tournament Edition","sega32x"
"Star Wars Arcade","sega32x"
"Neo Turf Masters","ngpc"
"Dive Alert - Matt's Version","ngpc"
"Baseball Stars Color","ngpc"
"Puyo Pop","ngpc"
"Biomotor Unitron","ngpc"
"Metal Slug - 1st Mission","ngpc"
"Neo Baccarat - Real Casino Series","ngpc"
"Picture Puzzle","ngpc"
"Neo Geo Cup '98 Plus","ngpc"
"Neo 21 - Real Casino Series","ngpc"
"Neo Mystery Bonus - Real Casino Series","ngpc"
"Neo Dragon's Wild - Real Casino Series","ngpc"
"Fatal Fury F-Contact - Pocket Fighting Series","ngpc"
"Dive Alert - Becky's Version","ngpc"
"Bust-A-Move Pocket","ngpc"
"Dark Arms - Beast Buster 1999","ngpc"
"Crush Roller","ngpc"
"King of Fighters R-2 - Pocket Fighting Series","ngpc"
"SNK vs. Capcom - Card Fighters' Clash - SNK Version","ngpc"
"SNK vs. Capcom - Card Fighters' Clash - Capcom Version","ngpc"
"Neo Dragon's Wild - Real Casino Series","ngpc"
"Sonic The Hedgehog - Pocket Adventure","ngpc"
"Metal Slug - 2nd Mission","ngpc"
"SNK vs. Capcom - The Match of the Millennium","ngpc"
"Magical Drop Pocket","ngpc"
"Puyo Pop","ngpc"
"Puzzle Link 2","ngpc"
"Cool Cool Jam","ngpc"
"Samurai Shodown! 2 - Pocket Fighting Series","ngpc"
"Pac-Man","ngpc"
"SNK Gals' Fighters","ngpc"
"Shanghai Mini","ngpc"
"Neo Cherry Master Color - Real Casino Series","ngpc"
"Pocket Tennis Color - Pocket Sports Series","ngpc"
"Steam Link","ports"
"Popeye","atari2600"
"Apples And Dolls","atari2600"
"Human Cannonball - Cannon Man","atari2600"
"Marauder","atari2600"
"Crackpots","atari2600"
"Coco Nuts","atari2600"
"Beany Bopper","atari2600"
"Bachelor Party ~ Gigolo","atari2600"
"Surround - Chase","atari2600"
"Seaquest","atari2600"
"Rabbit Transit","atari2600"
"Master Builder","atari2600"
"Backgammon","atari2600"
"Vanguard","atari2600"
"Taz","atari2600"
"Combat ~ Tank-Plus","atari2600"
"Enduro","atari2600"
"Pressure Cooker","atari2600"
"Maze Craze - A Game of Cops 'n Robbers - Maze Mania - A Game of Cops 'n Robbers","atari2600"
"Video Life","atari2600"
"Millipede","atari2600"
"Journey Escape","atari2600"
"Haunted House","atari2600"
"Pigs in Space - Starring Miss Piggy","atari2600"
"IQ 180","atari2600"
"Indy 500 - Race","atari2600"
"Condor Attack","atari2600"
"Worm War I","atari2600"
"Pac-Man","atari2600"
"California Games","atari2600"
"Space Attack","atari2600"
"Star Fox","atari2600"
"H.E.R.O.","atari2600"
"Up 'n Down","atari2600"
"Winter Games","atari2600"
"Flash Gordon","atari2600"
"Activision Decathlon, The","atari2600"
"Star Raiders","atari2600"
"Donkey Kong Junior","atari2600"
"Pharaoh's Curse","atari2600"
"MegaMania - A Space Nightmare","atari2600"
"Rescue Terra I","atari2600"
"Sorcerer's Apprentice","atari2600"
"Sir Lancelot","atari2600"
"Wall Ball","atari2600"
"Malagai","atari2600"
"Solar Fox","atari2600"
"Color Bar Generator","atari2600"
"Dice Puzzle","atari2600"
"BurgerTime","atari2600"
"Mr. Postman","atari2600"
"Galaxian","atari2600"
"Air Raid","atari2600"
"MagiCard","atari2600"
"SwordQuest - WaterWorld","atari2600"
"Commando Raid","atari2600"
"Lost Luggage","atari2600"
"Solaris","atari2600"
"Kangaroo","atari2600"
"Extra Terrestrials","atari2600"
"Challenge of.... Nexar, The","atari2600"
"MotoRodeo","atari2600"
"M.A.S.H","atari2600"
"Cosmic Creeps","atari2600"
"Tapper","atari2600"
"Room of Doom","atari2600"
"Mogul Maniac","atari2600"
"Basketball","atari2600"
"Atlantis","atari2600"
"Racing Car","atari2600"
"Yars' Revenge","atari2600"
"Moonsweeper","atari2600"
"Jungle Fever ~ Knight on the Town","atari2600"
"Earth Dies Screaming, The","atari2600"
"Crossbow","atari2600"
"Pitfall! - Pitfall Harry's Jungle Adventure","atari2600"
"Phoenix","atari2600"
"Chuck Norris Superkicks","atari2600"
"Raft Rider","atari2600"
"Trick Shot","atari2600"
"Lock 'n' Chase","atari2600"
"Escape from the Mindmaster","atari2600"
"Dodge 'Em ~ Dodger Cars","atari2600"
"Assault","atari2600"
"Grand Prix","atari2600"
"Lilly Adventure","atari2600"
"Spitfire Attack","atari2600"
"Bugs","atari2600"
"Slot Machine - Slots","atari2600"
"Stampede","atari2600"
"Dragonstomper","atari2600"
"Shuttle Orbiter","atari2600"
"Super Breakout","atari2600"
"Dancing Plate","atari2600"
"Squeeze Box","atari2600"
"Space Shuttle - A Journey into Space","atari2600"
"Tunnel Runner","atari2600"
"Fantastic Voyage","atari2600"
"Great Escape","atari2600"
"Death Trap","atari2600"
"Sentinel","atari2600"
"Mines of Minos","atari2600"
"RealSports Baseball","atari2600"
"Ms. Pac-Man","atari2600"
"Mr. Do!","atari2600"
"King Kong","atari2600"
"Montezuma's Revenge - Featuring Panama Joe","atari2600"
"Riddle of the Sphinx","atari2600"
"Venture","atari2600"
"Street Racer - Speedway II","atari2600"
"Hangman - Spelling","atari2600"
"Football","atari2600"
"Cakewalk","atari2600"
"G.I. Joe - Cobra Strike","atari2600"
"Cathouse Blues","atari2600"
"Mountain King","atari2600"
"3-D Tic-Tac-Toe","atari2600"
"Robot Tank","atari2600"
"Hunt & Score - Memory Match","atari2600"
"Fast Eddie","atari2600"
"Unknown Datatech Game","atari2600"
"Skeet Shoot","atari2600"
"Robin Hood","atari2600"
"Circus Atari","atari2600"
"Sky Skipper","atari2600"
"Roc 'n Rope","atari2600"
"Z-Tack","atari2600"
"Mission 3,000 A.D.","atari2600"
"Klax","atari2600"
"Alien","atari2600"
"Gauntlet","atari2600"
"International Soccer","atari2600"
"Carnival","atari2600"
"Gangster Alley","atari2600"
"Glib - Video Word Game","atari2600"
"Breakout ~ Breakaway IV","atari2600"
"Lochjaw","atari2600"
"Secret Quest","atari2600"
"Video Jogger","atari2600"
"Action Force","atari2600"
"Pole Position","atari2600"
"RealSports Tennis","atari2600"
"Super Football","atari2600"
"Sub-Scan","atari2600"
"Title Match Pro Wrestling","atari2600"
"Spacechase","atari2600"
"Zaxxon","atari2600"
"Fathom","atari2600"
"Buck Rogers - Planet of Zoom","atari2600"
"Wizard of Wor","atari2600"
"Jawbreaker","atari2600"
"Star Wars - The Arcade Game","atari2600"
"Beat 'Em & Eat 'Em","atari2600"
"Sorcerer","atari2600"
"Sea Battle","atari2600"
"RealSports Football","atari2600"
"Dukes of Hazzard","atari2600"
"Venetian Blinds Demo","atari2600"
"Frisco","atari2600"
"Cross Force","atari2600"
"Lady In Wading","atari2600"
"River Raid II","atari2600"
"Video Checkers - Checkers","atari2600"
"Fire Fighter","atari2600"
"Tutankham","atari2600"
"Raiders of the Lost Ark","atari2600"
"Spike's Peak","atari2600"
"Casino ~ Poker Plus","atari2600"
"Ice Hockey","atari2600"
"Obelix","atari2600"
"Dragster","atari2600"
"X-Man","atari2600"
"Moon Patrol","atari2600"
"Guardian","atari2600"
"Super Baseball","atari2600"
"Planet Patrol","atari2600"
"Skiing","atari2600"
"Nuts","atari2600"
"Crystal Castles","atari2600"
"Dolphin","atari2600"
"Warplock","atari2600"
"Miniature Golf - Arcade Golf","atari2600"
"River Patrol","atari2600"
"Mouse Trap","atari2600"
"Space War - Space Combat","atari2600"
"Music Machine, The","atari2600"
"Dishaster","atari2600"
"Keystone Kapers","atari2600"
"Championship Soccer ~ Soccer","atari2600"
"Oink!","atari2600"
"Canyon Bomber","atari2600"
"Smurfs Save the Day","atari2600"
"Jungle Hunt","atari2600"
"Stunt Man","atari2600"
"Glacier Patrol","atari2600"
"Krull","atari2600"
"Sssnake","atari2600"
"TRON - Deadly Discs","atari2600"
"Halloween","atari2600"
"Math Gran Prix","atari2600"
"Star Strike","atari2600"
"Brain Games","atari2600"
"Astrowar","atari2600"
"Ghostbusters","atari2600"
"SwordQuest - FireWorld","atari2600"
"Demon Attack","atari2600"
"James Bond 007","atari2600"
"Basic Math ~ Math","atari2600"
"Track and Field","atari2600"
"Zoo Fun","atari2600"
"Picnic","atari2600"
"Centipede","atari2600"
"Jr. Pac-Man","atari2600"
"Stone Age","atari2600"
"Stargate","atari2600"
"Cosmic Swarm","atari2600"
"Beamrider","atari2600"
"Save our Ship","atari2600"
"Fast Food","atari2600"
"Berzerk","atari2600"
"Swordfight","atari2600"
"Quadrun","atari2600"
"Star Ship - Outer Space","atari2600"
"Frogger II - Threeedeep!","atari2600"
"MegaBoy","atari2600"
"Sneak 'n Peek","atari2600"
"Battlezone","atari2600"
"Motocross Racer","atari2600"
"Tac-Scan","atari2600"
"Sprint Master","atari2600"
"Adventures of TRON","atari2600"
"Quick Step!","atari2600"
"World End","atari2600"
"Mind Maze","atari2600"
"Pete Rose Baseball","atari2600"
"Amidar","atari2600"
"Outlaw - Gunslinger","atari2600"
"Frostbite","atari2600"
"Dig Dug","atari2600"
"Eggomania","atari2600"
"Tax Avoiders","atari2600"
