"title,console"
"Atomic Runner","megadrive"
"Cyberball","megadrive"
"Gods","megadrive"
"TNN Outdoors Bass Tournament '96","megadrive"
"No Escape","megadrive"
"Pete Sampras Tennis","megadrive"
"Marko","megadrive"
"Jordan vs Bird","megadrive"
"Golden Axe","megadrive"
"Bare Knuckle - Ikari no Tekken ~ Streets of Rage","megadrive"
"Newman Haas IndyCar featuring Nigel Mansell","megadrive"
"Zoop","megadrive"
"Mickey's Ultimate Challenge","megadrive"
"Dragon - The Bruce Lee Story","megadrive"
"Chakan","megadrive"
"Judge Dredd","megadrive"
"Ultimate Mortal Kombat 3","megadrive"
"Technocop","megadrive"
"Izzy's Quest for the Olympic Rings","megadrive"
"Home Alone","megadrive"
"Cal Ripken Jr. Baseball","megadrive"
"Valis III","megadrive"
"Beyond Oasis","megadrive"
"World Class Leaderboard Golf","megadrive"
"Summer Challenge","megadrive"
"World Cup Soccer ~ World Championship Soccer","megadrive"
"Adventures of Batman & Robin, The","megadrive"
"Foreman for Real","megadrive"
"Doom Troopers","megadrive"
"Arcade Legends Sega Mega Drive ~ Arcade Legends Sega Genesis ~ Mega Drive Play TV","megadrive"
"Incredible Crash Dummies, The","megadrive"
"Game Genie","megadrive"
"NBA Live 97","megadrive"
"Space Invaders '91","megadrive"
"Revenge of Shinobi, The","megadrive"
"Speedball 2 - Brutal Deluxe","megadrive"
"Lemmings","megadrive"
"Super Volley Ball","megadrive"
"Super Off Road","megadrive"
"World Championship Soccer II","megadrive"
"Grind Stormer","megadrive"
"Olympic Gold","megadrive"
"Burning Force","megadrive"
"Wonder Boy III - The Dragon's Trap","mastersystem"
"Reggie Jackson Baseball","mastersystem"
"Ninja, The","mastersystem"
"Casino Games","mastersystem"
"Time Soldiers","mastersystem"
"Psycho Fox","mastersystem"
"Spy vs. Spy","mastersystem"
"Vigilante","mastersystem"
"Columns","mastersystem"
"Great Baseball","mastersystem"
"Shinobi","mastersystem"
"Kung Fu Kid","mastersystem"
"Rambo - First Blood Part II","mastersystem"
"Ghouls'n Ghosts","mastersystem"
"Sonic The Hedgehog","mastersystem"
"Miracle Warriors - Seal of the Dark Lord","mastersystem"
"Space Harrier 3-D","mastersystem"
"Rambo III","mastersystem"
"E-SWAT","mastersystem"
"Wanted","mastersystem"
"Super Monaco GP","mastersystem"
"Pro Wrestling","mastersystem"
"Alf","mastersystem"
"Super Basketball","mastersystem"
"Strider","mastersystem"
"Rampage","mastersystem"
"Spider-Man vs. The Kingpin","mastersystem"
"Color & Switch Test","mastersystem"
"Joe Montana Football","mastersystem"
"Phantasy Star","mastersystem"
"Golvellius","mastersystem"
"Castle of Illusion Starring Mickey Mouse","mastersystem"
"Poseidon Wars 3-D","mastersystem"
"Kenseiden","mastersystem"
"Paperboy","mastersystem"
"Rocky","mastersystem"
"Rastan","mastersystem"
"Penguin Land","mastersystem"
"Ghost House","mastersystem"
"After Burner","mastersystem"
"Dead Angle","mastersystem"
"California Games II","mastersystem"
"TransBot","mastersystem"
"Great Golf","mastersystem"
"Montezuma's Revenge featuring Panama Joe","mastersystem"
"SpellCaster","mastersystem"
"Gangster Town","mastersystem"
"Astro Warrior","mastersystem"
"Walter Payton Football","mastersystem"
"Dick Tracy","mastersystem"
"Great Ice Hockey","mastersystem"
"Super Tennis","mastersystem"
"Zaxxon 3-D","mastersystem"
"Ys - The Vanished Omens","mastersystem"
"Alien Syndrome","mastersystem"
"Cloud Master","mastersystem"
"Where in the World is Carmen Sandiego","mastersystem"
"Shanghai","mastersystem"
"Golden Axe","mastersystem"
"World Soccer","mastersystem"
"Double Dragon","mastersystem"
"Ghostbusters","mastersystem"
"Alex Kidd - High-Tech World","mastersystem"
"Phantasy Star","mastersystem"
"Altered Beast","mastersystem"
"Rescue Mission","mastersystem"
"Shooting Gallery","mastersystem"
"Bomber Raid","mastersystem"
"Alex Kidd in Shinobi World","mastersystem"
"Thunder Blade","mastersystem"
"Golden Axe Warrior","mastersystem"
"Aztec Adventure - The Golden Road to Paradise","mastersystem"
"World Grand Prix","mastersystem"
"Global Defense","mastersystem"
"Hang-On & Astro Warrior","mastersystem"
"Slap Shot","mastersystem"
"Zillion II - The Tri Formation","mastersystem"
"Great Volleyball","mastersystem"
"Alex Kidd in Miracle World","mastersystem"
"My Hero","mastersystem"
"Zillion","mastersystem"
"James 'Buster' Douglas Knockout Boxing","mastersystem"
"Wonder Boy in Monster Land","mastersystem"
"Marksman Shooting & Trap Shooting","mastersystem"
"F-16 Fighting Falcon","mastersystem"
"Space Harrier","mastersystem"
"Hang-On & Safari Hunt","mastersystem"
"Black Belt","mastersystem"
"Enduro Racer","mastersystem"
"Teddy Boy","mastersystem"
"Galaxy Force","mastersystem"
"Alex Kidd - The Lost Stars","mastersystem"
"Sports Pad Football","mastersystem"
"Great Basketball","mastersystem"
"King's Quest - Quest for the Crown","mastersystem"
"Castle of Illusion Starring Mickey Mouse","mastersystem"
"Fantasy Zone - The Maze","mastersystem"
"Cyborg Hunter","mastersystem"
"F-16 Fighter","mastersystem"
"Action Fighter","mastersystem"
"Fantasy Zone II - The Tears of Opa-Opa","mastersystem"
"Maze Hunter 3-D","mastersystem"
"E-SWAT","mastersystem"
"Wonder Boy","mastersystem"
"Choplifter","mastersystem"
"Michael Jackson's Moonwalker","mastersystem"
"Blade Eagle","mastersystem"
"Out Run","mastersystem"
"R-Type","mastersystem"
"Quartet","mastersystem"
"Great Football","mastersystem"
"Captain Silver","mastersystem"
"Aerial Assault","mastersystem"
"Ghouls'n Ghosts","mastersystem"
"Fantasy Zone","mastersystem"
"Lord of the Sword","mastersystem"
"Missile Defense 3-D","mastersystem"
"Monopoly","mastersystem"
"Power Strike","mastersystem"
"California Games","mastersystem"
"R.C. Grand Prix","mastersystem"
"Alex Kidd in Miracle World","mastersystem"
"Parlour Games","mastersystem"
"Missile Command","atari5200"
"Popeye","atari5200"
"Quest for Quintana Roo","atari5200"
"Kangaroo","atari5200"
"Star Raiders","atari5200"
"Castle Blast","atari5200"
"Meteorites","atari5200"
"Pengo","atari5200"
"David Crane's Pitfall II - Lost Caverns","atari5200"
"Space Shuttle - A Journey Into Space","atari5200"
"Star Wars - The Arcade Game","atari5200"
"Space Invaders","atari5200"
"Choplifter!","atari5200"
"Wizard of Wor","atari5200"
"Beamrider","atari5200"
"Gremlins","atari5200"
"Dig Dug","atari5200"
"Frogger","atari5200"
"Pitfall!","atari5200"
"Ballblazer","atari5200"
"Buck Rogers - Planet of Zoom","atari5200"
"Rescue on Fractalus!","atari5200"
"Bounty Bob Strikes Back!","atari5200"
"James Bond 007","atari5200"
"Star Trek - Strategic Operations Simulator","atari5200"
"Super Cobra","atari5200"
"Mario Bros.","atari5200"
"Gyruss","atari5200"
"Dreadnaught Factor, The","atari5200"
"RealSports Tennis","atari5200"
"Countermeasure","atari5200"
"Activision Decathlon, The","atari5200"
"Galaxian","atari5200"
"Super Breakout","atari5200"
"RealSports Basketball","atari5200"
"K-Razy Shoot-Out","atari5200"
"Blue Print","atari5200"
"Gorf","atari5200"
"Jungle Hunt","atari5200"
"Joust","atari5200"
"Kaboom!","atari5200"
"Frogger II - Threeedeep!","atari5200"
"Moon Patrol","atari5200"
"Robotron 2084","atari5200"
"Zone Ranger","atari5200"
"Zenji","atari5200"
"BerZerk","atari5200"
"Mr. Do!'s Castle","atari5200"
"Q-bert","atari5200"
"MegaMania","atari5200"
"RealSports Football","atari5200"
"Ms. Pac-Man","atari5200"
"Castle Crisis","atari5200"
"RealSports Soccer","atari5200"
"Atari PAM Diagnostics","atari5200"
"RealSports Baseball","atari5200"
"Koffi - Yellow Kopter","atari5200"
"Pac-Man","atari5200"
"Mountain King","atari5200"
"Miner 2049er Starring Bounty Bob","atari5200"
"Pole Position","atari5200"
"Zaxxon","atari5200"
"Carol Shaw's River Raid","atari5200"
"Space Dungeon","atari5200"
"Defender","atari5200"
"Congo Bongo","atari5200"
"QIX","atari5200"
"Centipede","atari5200"
"H.E.R.O.","atari5200"
"Star Wars - Return of the Jedi - Death Star Battle","atari5200"
"Keystone Kapers","atari5200"
"Atari PAM Diagnostics","atari5200"
"Atari PAM - Pete's Test","atari5200"
"Vanguard","atari5200"
"Montezuma's Revenge featuring Panama Joe","atari5200"
"Astro Chase","atari5200"
"Atari PAM System Test","atari5200"
"Chicken Run","gbc"
"Mary-Kate & Ashley - Get a Clue!","gbc"
"Classic Bubble Bobble","gbc"
"GameShark Online","gbc"
"Monster Rancher Explorer","gbc"
"Tom and Jerry - Mousehunt","gbc"
"Scooby-Doo! - Classic Creep Capers","gbc"
"All-Star Baseball 2000","gbc"
"Mia Hamm Soccer Shootout","gbc"
"Super Nenas, Las - Panico en Townsville","gbc"
"007 - The World Is Not Enough","gbc"
"Powerpuff Girls, The - Bad Mojo Jojo","gbc"
"Lucky Luke","gbc"
"Bob the Builder - Fix it Fun!","gbc"
"Battleship","gbc"
"Test Drive Off-Road 3","gbc"
"Bomberman Quest","gbc"
"Austin Powers - Welcome to my Underground Lair!","gbc"
"Emperor's New Groove, The","gbc"
"Toy Story 2","gbc"
"Arcade Hits - Moon Patrol & Spy Hunter","gbc"
"Frogger","gbc"
"Inspector Gadget - Operation Madkactus","gbc"
"VIP","gbc"
"SpongeBob SquarePants - Legend of the Lost Spatula","gbc"
"Millennium Winter Sports","gbc"
"Boarder Zone","gbc"
"Caesars Palace II","gbc"
"Walt Disney World Quest - Magical Racing Tour","gbc"
"Super Mario Bros. Deluxe","gbc"
"NBA Show Time - NBA on NBC","gbc"
"Mega Man Xtreme","gbc"
"Atlantis - The Lost Empire","gbc"
"Polaris SnoCross","gbc"
"MTV Sports - Skateboarding featuring Andy MacDonald","gbc"
"MTV Sports - Pure Ride","gbc"
"Space Marauder","gbc"
"Dogz - Your Virtual Petz Palz","gbc"
"Ballistic","gbc"
"Ms. Pac-Man - Special Color Edition","gbc"
"Dragon Dance","gbc"
"Shamus","gbc"
"Rugrats - Time Travelers","gbc"
"Powerpuff Girls, The - Battle Him","gbc"
"Dragon Tales - Dragon Adventures","gbc"
"Roswell Conspiracies - Aliens, Myths & Legends","gbc"
"Hot Wheels - Stunt Track Driver","gbc"
"Shaun Palmer's Pro Snowboarder","gbc"
"Xena - Warrior Princess","gbc"
"Tweety's High-Flying Adventure","gbc"
"Knockout Kings","gbc"
"NBA Hoopz","gbc"
"Pokemon - Silver Version","gbc"
"Tonka Raceway","gbc"
"Pro Pool","gbc"
"Woody Woodpecker Racing","gbc"
"Commander Keen","gbc"
"CyberTiger","gbc"
"Mary-Kate and Ashley - Winners Circle","gbc"
"Return of the Ninja","gbc"
"Ronaldo V-Soccer","gbc"
"Road Rash","gbc"
"International Superstar Soccer 2000","gbc"
"Tiger Woods PGA Tour 2000","gbc"
"Rox","gbc"
"Sabrina - The Animated Series - Spooked!","gbc"
"102 Dalmatians - Puppies to the Rescue","gbc"
"Tomb Raider - Curse of the Sword","gbc"
"NASCAR Heat","gbc"
"Madden NFL 2000","gbc"
"Carmageddon - Carpocalypse Now","gbc"
"Prince of Persia","gbc"
"E.T. - The Extra-Terrestrial and the Cosmic Garden","gbc"
"Blue's Clues - Blue's Alphabet Book","gbc"
"Speedy Gonzales - Aztec Adventure","gbc"
"Mickey's Speedway USA","gbc"
"Bug's Life, A","gbc"
"Catz - Your Virtual Petz Palz","gbc"
"F1 World Grand Prix II for Game Boy Color","gbc"
"Dinosaur","gbc"
"Pocket Bomberman","gbc"
"Hamtaro - Ham-Hams Unite!","gbc"
"Las Vegas Cool Hand","gbc"
"San Francisco Rush 2049","gbc"
"Top Gun - Fire Storm","gbc"
"Xtreme Wheels","gbc"
"Rhino Rumble","gbc"
"Uno","gbc"
"Batman Beyond - Return of the Joker","gbc"
"Looney Tunes","gbc"
"4 in 1 + 8 in 1","gbc"
"Flintstones, The - Burgertime in Bedrock","gbc"
"Harvest Moon GB","gbc"
"BattleTanx","gbc"
"Klustar","gbc"
"Action Man - Search for Base X","gbc"
"Dragon Warrior Monsters 2 - Tara's Adventure","gbc"
"Tom and Jerry in Mouse Attacks!","gbc"
"Tom Clancy's Rainbow Six","gbc"
"Godzilla - The Series - Monster Wars","gbc"
"Mask of Zorro, The","gbc"
"Metal Walker","gbc"
"Shadowgate Classic","gbc"
"Ultimate Fighting Championship","gbc"
"Mortal Kombat 4","gbc"
"Microsoft Pinball Arcade","gbc"
"Trick Boarder","gbc"
"Vegas Games","gbc"
"4 in 1 + 8 in 1","gbc"
"1942","gbc"
"Ghosts'n Goblins","gbc"
"M&M's Minis Madness","gbc"
"NBA Jam '99","gbc"
"Wild Thornberrys, The - Rambler","gbc"
"Yoda Stories","gbc"
"Laura","gbc"
"Spider-Man 2 - The Sinister Six","gbc"
"Rugrats Movie, The","gbc"
"Hole In One Golf","gbc"
"Spawn","gbc"
"Frogger 2","gbc"
"LEGO Alpha Team","gbc"
"Rescue Heroes - Fire Frenzy","gbc"
"Evel Knievel","gbc"
"NASCAR Racers","gbc"
"Sewing Machine Operation Software","gbc"
"Asteroids","gbc"
"Gex 3 - Deep Pocket Gecko","gbc"
"Centipede","gbc"
"Yars' Revenge","gbc"
"Antz Racing","gbc"
"Barbie - Fashion Pack Games","gbc"
"Turok - Rage Wars","gbc"
"Hexcite - The Shapes of Victory","gbc"
"Heroes of Might and Magic II","gbc"
"Mario Tennis","gbc"
"Portal Runner","gbc"
"Bass Masters Classic","gbc"
"Azure Dreams","gbc"
"Ultimate Paint Ball","gbc"
"Titus the Fox to Marrakech and Back","gbc"
"Rugrats in Paris - The Movie","gbc"
"Test Drive 6","gbc"
"ESPN International Track & Field","gbc"
"Croc","gbc"
"Animorphs","gbc"
"Top Gear Pocket 2","gbc"
"Jeff Gordon XS Racing","gbc"
"Bear in the Big Blue House","gbc"
"LEGO Stunt Rally","gbc"
"Pokemon - Edicion Cristal","gbc"
"Jurassic Boy II + Thunder Blast Man","gbc"
"Mary-Kate and Ashley - Pocket Planner","gbc"
"Dracula - Crazy Vampire","gbc"
"TOCA Touring Car Championship","gbc"
"Hoyle Casino","gbc"
"Toki Tori","gbc"
"Blade","gbc"
"Test Drive Le Mans","gbc"
"Planet of the Apes","gbc"
"Legend of the River King 2","gbc"
"Gobs of Games","gbc"
"Extreme Sports with the Berenstain Bears","gbc"
"NFL Blitz","gbc"
"Powerpuff Girls, The - Battle Him","gbc"
"Harvest Moon 2 GBC","gbc"
"Game Boy Color","gbc"
"Nicktoons Racing","gbc"
"Rampage - World Tour","gbc"
"Barbie - Ocean Discovery","gbc"
"Dragon Warrior I & II","gbc"
"Harvest Moon 3 GBC","gbc"
"Mr. Driller","gbc"
"Aladdin","gbc"
"Monsters, Inc.","gbc"
"Mickey's Racing Adventure","gbc"
"Kirby - Tilt 'n' Tumble","gbc"
"Cubix - Robots for Everyone - Race 'n Robots","gbc"
"Test Drive Cycles","gbc"
"Alice in Wonderland","gbc"
"Tony Hawk's Pro Skater 2","gbc"
"Dave Mirra Freestyle BMX","gbc"
"Q-bert","gbc"
"Micro Machines 1 and 2 - Twin Turbo","gbc"
"Quest - Fantasy Challenge","gbc"
"Frogger","gbc"
"Turok 2 - Seeds of Evil","gbc"
"Tonka Construction Site","gbc"
"Mary-Kate and Ashley - Crush Course","gbc"
"E.T. - The Extra-Terrestrial - Escape from Planet Earth","gbc"
"Yu-Gi-Oh! - Duelo en las Tinieblas","gbc"
"Dragon Ball Z - Legendary Super Warriors","gbc"
"WCW Mayhem","gbc"
"Puzzle Master","gbc"
"WWF Betrayal","gbc"
"WWF WrestleMania 2000","gbc"
"Top Gear Pocket","gbc"
"Pokemon - Edicion Oro","gbc"
"Toobin'","gbc"
"Rats!","gbc"
"Alone in the Dark - The New Nightmare","gbc"
"Warlocked","gbc"
"Adventures of Elmo in Grouchland, The","gbc"
"Road Champs - BXS Stunt Biking","gbc"
"Jurassic Boy 2","gbc"
"Rayman","gbc"
"Powerpuff Girls, The - Bad Mojo Jojo","gbc"
"Wario Land 3","gbc"
"Casper","gbc"
"International Superstar Soccer 99","gbc"
"Powerpuff Girls, The - Paint the Townsville Green","gbc"
"Buzz Lightyear of Star Command","gbc"
"Armorines - Project S.W.A.R.M.","gbc"
"Elmo's ABCs","gbc"
"LEGO Racers","gbc"
"Legend of Zelda, The - Link's Awakening DX","gbc"
"Super Nenas, Las - El Malvado Mojo Jojo","gbc"
"Deja Vu I & II - The Casebooks of Ace Harding","gbc"
"Spy vs. Spy","gbc"
"Gex - Enter the Gecko","gbc"
"Pong - The Next Level","gbc"
"Bugs Bunny in Crazy Castle 4","gbc"
"Pokemon Trading Card Game","gbc"
"Conker's Pocket Tales","gbc"
"Jungle Book, The - Mowgli's Wild Adventure","gbc"
"X-Men - Mutant Academy","gbc"
"Rampage 2 - Universal Tour","gbc"
"World Destruction League - Thunder Tanks","gbc"
"Sesame Street Sports","gbc"
"Legend of Zelda, The - Oracle of Seasons","gbc"
"Caterpillar Construction Zone","gbc"
"Space Invaders","gbc"
"Barbie - Magic Genie Adventure","gbc"
"Pokemon - Gold Version","gbc"
"Harry Potter and the Chamber of Secrets","gbc"
"Mummy Returns, The","gbc"
"Rampart","gbc"
"Diva Starz - Mall Mania","gbc"
"Lemmings","gbc"
"Game & Watch Gallery 3","gbc"
"Chase H.Q. - Secret Police","gbc"
"Buffy the Vampire Slayer","gbc"
"Snoopy Tennis","gbc"
"Motocross Maniacs 2","gbc"
"NASCAR Challenge","gbc"
"Wings of Fury","gbc"
"Godzilla - The Series","gbc"
"Catwoman","gbc"
"Dragon Warrior III","gbc"
"Project S-11","gbc"
"Army Men - Sarge's Heroes 2","gbc"
"Cannon Fodder","gbc"
"VIP","gbc"
"Bionic Commando - Elite Forces","gbc"
"Resident Evil Gaiden","gbc"
"Army Men 2","gbc"
"Legend of Zelda, The - Oracle of Ages","gbc"
"Heroes of Might and Magic","gbc"
"Looney Tunes - Twouble!","gbc"
"TNN Outdoors Fishing Champ","gbc"
"Madden NFL 2001","gbc"
"MTV Sports - T.J. Lavin's Ultimate BMX","gbc"
"Jeremy McGrath Supercross 2000","gbc"
"Shanghai Pocket","gbc"
"Legend of Zelda, The - Link's Awakening DX","gbc"
"Aliens - Thanatos Encounter","gbc"
"Test Drive 2001","gbc"
"Pac-Man - Special Color Edition","gbc"
"Tarzan","gbc"
"Monster Rancher Battle Card GB","gbc"
"Puzzled","gbc"
"Deer Hunter","gbc"
"Pokemon Pinball","gbc"
"Croc 2","gbc"
"Toy Story Racer","gbc"
"Doug's Big Game","gbc"
"Spider-Man","gbc"
"Montezuma's Return!","gbc"
"Power Quest","gbc"
"Logical","gbc"
"NHL 2000","gbc"
"Paperboy","gbc"
"Shanghai Pocket","gbc"
"Land Before Time, The","gbc"
"Powerpuff Girls, The - Bad Mojo Jojo","gbc"
"Antz","gbc"
"Roadsters Trophy","gbc"
"Driver - You are the Wheelman","gbc"
"Duke Nukem","gbc"
"Super Nenas, Las - Lucha Con Ese","gbc"
"Mario Golf","gbc"
"4 in 1 + 8 in 1","gbc"
"Super Breakout!","gbc"
"Formula One 2000","gbc"
"Zebco Fishing!","gbc"
"LEGO Island 2 - The Brickster's Revenge","gbc"
"3-D Ultra Pinball - Thrillride","gbc"
"102 Dalmatas - Cachorros Al Rescate","gbc"
"Barbie - Aventura Submarina","gbc"
"Trouballs","gbc"
"Mat Hoffman's Pro BMX","gbc"
"Elmo's 123s","gbc"
"Bust-A-Move Millennium","gbc"
"NFL Blitz 2000","gbc"
"Ken Griffey Jr.'s Slugfest","gbc"
"Simpsons, The - Night of the Living Treehouse of Horror","gbc"
"Looney Tunes Racing","gbc"
"Beauty and the Beast - A Board Game Adventure","gbc"
"Klax","gbc"
"Tonka Raceway","gbc"
"Wendy - Every Witch Way","gbc"
"NBA 3 on 3 featuring Kobe Bryant","gbc"
"Zoboomafoo - Playtime in Zobooland","gbc"
"NASCAR 2000","gbc"
"Magi Nation","gbc"
"Legend of the River King GB","gbc"
"X-Men - Wolverine's Rage","gbc"
"Arthur's Absolutely Fun Day!","gbc"
"Missile Command","gbc"
"Hello Kitty's Cube Frenzy","gbc"
"Rugrats - Totally Angelica","gbc"
"Quest RPG - Brian's Journey","gbc"
"Marvin Strikes Back!","gbc"
"Dragon Tales - Dragon Wings","gbc"
"All-Star Baseball 2001","gbc"
"Force 21","gbc"
"Bust-A-Move 4","gbc"
"Xtreme Sports","gbc"
"Galaga - Destination Earth","gbc"
"Micro Machines V3","gbc"
"Towers - Lord Baniff's Deceit","gbc"
"Shantae","gbc"
"Razor Freestyle Scooter","gbc"
"Bomberman Max - Blue Champion","gbc"
"Hoyle Card Games","gbc"
"Tazmanian Devil - Munching Madness","gbc"
"Black Bass - Lure Fishing","gbc"
"M&M's Minis Madness","gbc"
"X-Men - Mutant Academy","gbc"
"Power Rangers - Time Force","gbc"
"Turok 3 - Shadow of Oblivion","gbc"
"Pitfall - Beyond the Jungle","gbc"
"Triple Play 2001","gbc"
"ECW Hardcore Revolution","gbc"
"Grand Theft Auto","gbc"
"Kelly Club - Clubhouse Fun","gbc"
"Worms Armageddon","gbc"
"Winnie the Pooh - Adventures in the 100 Acre Wood","gbc"
"ESPN National Hockey Night","gbc"
"E.T. - The Extra-Terrestrial - Digital Companion","gbc"
"Looney Tunes - Carrot Crazy","gbc"
"Pocket Bowling","gbc"
"Dexter's Laboratory - Robot Rampage","gbc"
"Barbie - Pet Rescue","gbc"
"Lion King, The - Simba's Mighty Adventure","gbc"
"International Rally","gbc"
"Pokemon - Edicion Plata","gbc"
"Legend of Zelda, The - Link's Awakening DX","gbc"
"Tetris DX","gbc"
"Daffy Duck - Fowl Play","gbc"
"Microsoft - The 6 in 1 Puzzle Collection Entertainment Pack","gbc"
"Matchbox Emergency Patrol","gbc"
"Power Rangers - Lightspeed Rescue","gbc"
"Survival Kids","gbc"
"Harley-Davidson Motor Cycles - Race Across America","gbc"
"Harry Potter and the Sorcerer's Stone","gbc"
"Championship Motocross 2001 featuring Ricky Carmichael","gbc"
"Who Wants to Be a Millionaire - 2nd Edition","gbc"
"Earthworm Jim - Menace 2 the Galaxy","gbc"
"Wacky Races","gbc"
"Magical Tetris Challenge","gbc"
"Tiny Toon Adventures - Buster Saves the Day","gbc"
"Pro Darts","gbc"
"Star Wars Episode I - Obi-Wan's Adventures","gbc"
"4 in 1 + 8 in 1","gbc"
"New Batman Adventures, The - Chaos in Gotham","gbc"
"Madden NFL 2002","gbc"
"Toonsylvania","gbc"
"Sgt. Rock - On the Frontline","gbc"
"Grinch, The","gbc"
"Stuart Little - The Journey Home","gbc"
"Yogi Bear - Great Balloon Blast","gbc"
"Mr Nutz","gbc"
"Tony Hawk's Pro Skater 3","gbc"
"Powerpuff Girls, The - Paint the Townsville Green","gbc"
"Bugs Bunny - Crazy Castle 3","gbc"
"Monopoly","gbc"
"Magical Drop","gbc"
"Little Mermaid II, The - Pinball Frenzy","gbc"
"Barbie - Diepzee Avontuur","gbc"
"Armada - FX Racers","gbc"
"Chessmaster","gbc"
"Army Men","gbc"
"New Adventures of Mary-Kate & Ashley, The","gbc"
"Ready 2 Rumble Boxing","gbc"
"Gold and Glory - The Road to El Dorado","gbc"
"Lil' Monster","gbc"
"Rayman 2 - The Great Escape","gbc"
"V-Rally - Championship Edition","gbc"
"Game & Watch Gallery 2","gbc"
"Mega Man Xtreme 2","gbc"
"Tony Hawk's Pro Skater","gbc"
"NFL Blitz 2001","gbc"
"Tyco RC - Racin' Ratz","gbc"
"Woody Woodpecker","gbc"
"Frogger","gbc"
"Babe and Friends","gbc"
"Donald Duck - Goin' Quackers","gbc"
"Power Spike - Pro Beach Volleyball","gbc"
"NSYNC - Get to the Show","gbc"
"Army Men - Air Combat","gbc"
"NBA Jam 2001","gbc"
"X-Men - Mutant Wars","gbc"
"Wario Land II","gbc"
"Mission Impossible","gbc"
"Perfect Dark","gbc"
"Rocky Mountain Trophy Hunter","gbc"
"Pokemon Puzzle Challenge","gbc"
"Pokemon - Crystal Version","gbc"
"Men in Black 2 - The Series","gbc"
"NBA In the Zone 2000","gbc"
"NHL Blades of Steel 2000","gbc"
"Looney Tunes Collector - Alert!","gbc"
"Robopon - Sun Version","gbc"
"Vigilante 8","gbc"
"Billy Bob's Huntin' 'n' Fishin'","gbc"
"Little Nicky","gbc"
"Bomberman Max - Red Challenger","gbc"
"Shrek - Fairy Tale Freakdown","gbc"
"Pokemon - Crystal Version","gbc"
"R-Type DX","gbc"
"Donkey Kong Country","gbc"
"Lufia - The Legend Returns","gbc"
"Tom & Jerry","gbc"
"AirForce Delta","gbc"
"FIFA 2000","gbc"
"Shadowgate Classic","gbc"
"Ultimate Surfing","gbc"
"Revelations - The Demon Slayer","gbc"
"Super Mario Bros. Deluxe","gbc"
"Sabrina - The Animated Series - Zapped!","gbc"
"Microsoft - The Best of Entertainment Pack","gbc"
"Metal Gear Solid","gbc"
"Muppets, The","gbc"
"Super Mario Bros. Deluxe","gbc"
"Men in Black - The Series","gbc"
"Dragon Ball Z - Guerreros de Leyenda","gbc"
"Hands of Time","gbc"
"Street Fighter Alpha - Warriors' Dreams","gbc"
"WWF Attitude","gbc"
"F-18 Thunder Strike","gbc"
"Dragon's Lair","gbc"
"Tech Deck Skateboarding","gbc"
"Marble Madness","gbc"
"Yu-Gi-Oh! - Dark Duel Stories","gbc"
"NBA In the Zone","gbc"
"10-Pin Bowling","gbc"
"Blaster Master - Enemy Below","gbc"
"Rocket Power - Gettin' Air","gbc"
"Donkey Kong Country","gbc"
"Dragon Warrior Monsters","gbc"
"Cruis'n Exotica","gbc"
"Crystalis","gbc"
"Smurfs Nightmare, The","gbc"
"Dragon Warrior Monsters 2 - Cobi's Journey","gbc"
"NHL Blades of Steel","gbc"
"Tomb Raider","gbc"
"Dukes of Hazzard, The - Racing for Home","gbc"
"Oddworld Adventures II","gbc"
"Austin Powers - Oh, Behave!","gbc"
"Quest for Camelot","gbc"
"Snow White and the Seven Dwarfs","gbc"
"NFL Blitz","gbc"
"Mummy, The","gbc"
"Indiana Jones and the Infernal Machine","gbc"
"International Track & Field","gbc"
"720 Degrees","gbc"
"Powerpuff Girls, The - Paint the Townsville Green","gbc"
"Star Wars Episode I - Racer","gbc"
"Grand Theft Auto 2","gbc"
"Pooh and Tigger's Hunny Safari","gbc"
"Warriors of Might and Magic","gbc"
"Arcade Hits - Joust & Defender","gbc"
"JumpStart Dino Adventure - Field Trip","gbc"
"Soccer Mania","gb"
"Game & Watch Gallery","gb"
"Monster Truck Wars","gb"
"Simpsons, The - Bart & the Beanstalk","gb"
"Gear Works","gb"
"Dig Dug","gb"
"Smurfs, The","gb"
"Star Wars","gb"
"Burai Fighter Deluxe","gb"
"Speedy Gonzales","gb"
"DuckTales","gb"
"Flintstones, The","gb"
"Battle Arena Toshinden","gb"
"Bugs Bunny Crazy Castle 2, The","gb"
"Bill & Ted's Excellent Game Boy Adventure","gb"
"Madden '96","gb"
"Legend of Zelda, The - Link's Awakening","gb"
"Pipe Dream","gb"
"Track & Field","gb"
"Swamp Thing","gb"
"Super Off Road","gb"
"Maui Mallard","gb"
"Bionic Commando","gb"
"Tecmo Bowl","gb"
"Mortal Kombat 3","gb"
"Jordan vs Bird - One on One","gb"
"Home Alone 2 - Lost In New York","gb"
"Toy Story","gb"
"Mighty Morphin Power Rangers","gb"
"BreakThru!","gb"
"WWF King of the Ring","gb"
"Flipull","gb"
"Tetris","gb"
"Mulan","gb"
"Ultima - Runes of Virtue","gb"
"Kirby's Dream Land 2","gb"
"Donkey Kong Land III","gb"
"NBA All Star Challenge","gb"
"Roger Clemens' MVP Baseball","gb"
"Missile Command","gb"
"Pokemon - Edicion Azul","gb"
"Monopoly","gb"
"Exodus - Journey to the Promised Land","gb"
"Double Dribble - 5 on 5","gb"
"Great Greed","gb"
